3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06 3.059611062708430829e-06
1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05 1.503973518910196057e-05
1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05 1.454663008237170034e-05
1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05 1.405352487847588686e-05
1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05 1.356041958072865172e-05
1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05 1.306731419249940898e-05
1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05 1.257420871744783902e-05
1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05 1.208110315861163917e-05
1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05 1.158799751947080363e-05
1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05 1.109489180328415613e-05
